NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MESENCHYME MORPHOGENESIS%GOBP%GO:0072132	MESENCHYME MORPHOGENESIS%GOBP%GO:0072132		29	-0.32296404	-1.0517541	0.33195022	0.7117897	1.0	2039	tags=21%, list=13%, signal=24%	
FAS (CD95) SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FAS (CD95) SIGNALING PATHWAY	FAS (CD95) SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FAS (CD95) SIGNALING PATHWAY		32	-0.33419934	-1.0515378	0.33179724	0.7116782	1.0	1814	tags=25%, list=12%, signal=28%	
BREAST CANCER PATHWAY%WIKIPATHWAYS_20220510%WP4262%HOMO SAPIENS	BREAST CANCER PATHWAY%WIKIPATHWAYS_20220510%WP4262%HOMO SAPIENS		99	-0.26575217	-1.0511925	0.3265306	0.7119498	1.0	2507	tags=24%, list=16%, signal=29%	
SIGNALING BY ERYTHROPOIETIN%REACTOME DATABASE ID RELEASE 83%9006335	SIGNALING BY ERYTHROPOIETIN%REACTOME DATABASE ID RELEASE 83%9006335		20	-0.36563933	-1.0505389	0.36363637	0.71304893	1.0	2208	tags=30%, list=14%, signal=35%	
COOPERATION OF PDCL (PHLP1) AND TRIC CCT IN G-PROTEIN BETA FOLDING%REACTOME DATABASE ID RELEASE 83%6814122	COOPERATION OF PDCL (PHLP1) AND TRIC CCT IN G-PROTEIN BETA FOLDING%REACTOME DATABASE ID RELEASE 83%6814122		34	-0.3223407	-1.050347	0.394958	0.71282727	1.0	179	tags=9%, list=1%, signal=9%	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905477	POSITIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905477		78	-0.27240613	-1.0501925	0.34108528	0.71250755	1.0	1552	tags=14%, list=10%, signal=16%	
HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN%MSIGDBHALLMARK%HALLMARK_UV_RESPONSE_DN		104	-0.2616275	-1.0498071	0.275	0.71287125	1.0	2760	tags=28%, list=18%, signal=34%	
IL-4 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP395%HOMO SAPIENS	IL-4 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP395%HOMO SAPIENS		40	-0.3116081	-1.0495416	0.3537736	0.7129251	1.0	2192	tags=28%, list=14%, signal=32%	
TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20220510%WP3945%HOMO SAPIENS	TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20220510%WP3945%HOMO SAPIENS		35	-0.3092456	-1.0484686	0.35545024	0.7153542	1.0	354	tags=9%, list=2%, signal=9%	
PID_AURORA_A_PATHWAY%MSIGDB_C2%PID_AURORA_A_PATHWAY	PID_AURORA_A_PATHWAY%MSIGDB_C2%PID_AURORA_A_PATHWAY		17	-0.37620366	-1.0480667	0.358804	0.71576566	1.0	1046	tags=18%, list=7%, signal=19%	
POSITIVE REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045666	POSITIVE REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045666		36	-0.3197624	-1.0474757	0.39834026	0.7166047	1.0	2462	tags=31%, list=16%, signal=36%	
XANTHINURIA TYPE I%SMPDB%SMP0000512	XANTHINURIA TYPE I%SMPDB%SMP0000512		30	-0.32784972	-1.0472565	0.36842105	0.71646047	1.0	2283	tags=30%, list=15%, signal=35%	
MOLYBDENUM COFACTOR DEFICIENCY%SMPDB%SMP0000203	MOLYBDENUM COFACTOR DEFICIENCY%SMPDB%SMP0000203		30	-0.32784972	-1.0470109	0.37959182	0.7164304	1.0	2283	tags=30%, list=15%, signal=35%	
RESPONSE TO BMP%GOBP%GO:0071772	RESPONSE TO BMP%GOBP%GO:0071772		46	-0.30131587	-1.046938	0.37563452	0.7158673	1.0	1725	tags=24%, list=11%, signal=27%	
HEART DEVELOPMENT%WIKIPATHWAYS_20220510%WP1591%HOMO SAPIENS	HEART DEVELOPMENT%WIKIPATHWAYS_20220510%WP1591%HOMO SAPIENS		23	-0.35238796	-1.0469127	0.35766423	0.715161	1.0	1135	tags=22%, list=7%, signal=23%	
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030808	REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030808		20	-0.37124887	-1.0468007	0.42124543	0.71470594	1.0	618	tags=15%, list=4%, signal=16%	
KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073	KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073		41	-0.31127042	-1.0464633	0.36231884	0.7148903	1.0	556	tags=15%, list=4%, signal=15%	
RETINA DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0060041	RETINA DEVELOPMENT IN CAMERA-TYPE EYE%GOBP%GO:0060041		48	-0.30448106	-1.0463934	0.35465115	0.71431756	1.0	303	tags=8%, list=2%, signal=8%	
NEGATIVE REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903051	NEGATIVE REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903051		52	-0.30017033	-1.0463545	0.37222221	0.71365297	1.0	2675	tags=29%, list=17%, signal=35%	
MITOCHONDRIAL DNA DEPLETION SYNDROME-3%SMPDB%SMP0000536	MITOCHONDRIAL DNA DEPLETION SYNDROME-3%SMPDB%SMP0000536		30	-0.32784972	-1.0462464	0.37295082	0.7132271	1.0	2283	tags=30%, list=15%, signal=35%	
INSULIN SIGNALLING%PATHWHIZ%PW000454	INSULIN SIGNALLING%PATHWHIZ%PW000454		16	-0.38474312	-1.0454588	0.4059406	0.71476173	1.0	1934	tags=31%, list=13%, signal=36%	
ADENOSINE DEAMINASE DEFICIENCY%PATHWHIZ%PW000075	ADENOSINE DEAMINASE DEFICIENCY%PATHWHIZ%PW000075		30	-0.32784972	-1.0452373	0.37190083	0.7146427	1.0	2283	tags=30%, list=15%, signal=35%	
PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY	PID_S1P_S1P3_PATHWAY%MSIGDB_C2%PID_S1P_S1P3_PATHWAY		21	-0.3680325	-1.0451863	0.38613862	0.71400106	1.0	1730	tags=24%, list=11%, signal=27%	
RESPONSE TO KETONE%GOBP%GO:1901654	RESPONSE TO KETONE%GOBP%GO:1901654		52	-0.29263538	-1.0445477	0.36571428	0.7150617	1.0	1548	tags=21%, list=10%, signal=23%	
ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY (APRT)%PATHWHIZ%PW000511	ADENINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY (APRT)%PATHWHIZ%PW000511		30	-0.32784972	-1.0443714	0.41004184	0.714818	1.0	2283	tags=30%, list=15%, signal=35%	
POSITIVE REGULATION OF NEURON DEATH%GOBP%GO:1901216	POSITIVE REGULATION OF NEURON DEATH%GOBP%GO:1901216		40	-0.30959514	-1.0442473	0.37826088	0.71441466	1.0	3102	tags=35%, list=20%, signal=44%	
REGULATION OF BONE MINERALIZATION%GOBP%GO:0030500	REGULATION OF BONE MINERALIZATION%GOBP%GO:0030500		47	-0.3059468	-1.0441272	0.36734694	0.714021	1.0	613	tags=13%, list=4%, signal=13%	
FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME DATABASE ID RELEASE 83%9615017	FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME DATABASE ID RELEASE 83%9615017		21	-0.35467044	-1.0440066	0.39310345	0.7135972	1.0	2122	tags=19%, list=14%, signal=22%	
MACROAUTOPHAGY%GOBP%GO:0016236	MACROAUTOPHAGY%GOBP%GO:0016236		167	-0.24077368	-1.0437615	0.32394367	0.7135048	1.0	3136	tags=27%, list=20%, signal=33%	
REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372	REGULATION OF ERK1 AND ERK2 CASCADE%GOBP%GO:0070372		165	-0.2543641	-1.0437328	0.3529412	0.7128124	1.0	1363	tags=14%, list=9%, signal=15%	
SIGNALING BY NON-RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006927.3	SIGNALING BY NON-RECEPTOR TYROSINE KINASES%REACTOME%R-HSA-9006927.3		46	-0.29740286	-1.0437297	0.36	0.71205044	1.0	1548	tags=15%, list=10%, signal=17%	
MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-1592230.2	MITOCHONDRIAL BIOGENESIS%REACTOME%R-HSA-1592230.2		87	-0.26058868	-1.0432308	0.33606556	0.7127988	1.0	1754	tags=20%, list=11%, signal=22%	
NEGATIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043242	NEGATIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043242		46	-0.3053759	-1.0426121	0.35416666	0.7138829	1.0	1486	tags=17%, list=10%, signal=19%	
REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:1905562	REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:1905562		18	-0.36851263	-1.0422921	0.3645485	0.7140651	1.0	2499	tags=39%, list=16%, signal=46%	
EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:0060079	EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:0060079		16	-0.38575375	-1.0420083	0.35273972	0.7142098	1.0	437	tags=25%, list=3%, signal=26%	
LONG-TERM POTENTIATION%REACTOME%R-HSA-9620244.2	LONG-TERM POTENTIATION%REACTOME%R-HSA-9620244.2		22	-0.34599602	-1.0415779	0.3821138	0.7147309	1.0	459	tags=18%, list=3%, signal=19%	
SIGNALING BY PTK6%REACTOME%R-HSA-8848021.2	SIGNALING BY PTK6%REACTOME%R-HSA-8848021.2		46	-0.29740286	-1.0414118	0.3440367	0.714445	1.0	1548	tags=15%, list=10%, signal=17%	
EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837	EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837		55	-0.29031923	-1.0408425	0.3275862	0.7153366	1.0	1881	tags=24%, list=12%, signal=27%	
REGULATION OF ERAD PATHWAY%GOBP%GO:1904292	REGULATION OF ERAD PATHWAY%GOBP%GO:1904292		19	-0.3632382	-1.0405567	0.3951049	0.7154068	1.0	1197	tags=26%, list=8%, signal=29%	
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181		20	-0.35544285	-1.0405204	0.3859649	0.71473706	1.0	3570	tags=45%, list=23%, signal=59%	
AMP-ACTIVATED PROTEIN KINASE (AMPK) SIGNALING%WIKIPATHWAYS_20220510%WP1403%HOMO SAPIENS	AMP-ACTIVATED PROTEIN KINASE (AMPK) SIGNALING%WIKIPATHWAYS_20220510%WP1403%HOMO SAPIENS		43	-0.29750237	-1.0401473	0.37864077	0.715088	1.0	2507	tags=35%, list=16%, signal=42%	
EXOCYTIC PROCESS%GOBP%GO:0140029	EXOCYTIC PROCESS%GOBP%GO:0140029		47	-0.29381996	-1.0400096	0.37373737	0.71472293	1.0	939	tags=15%, list=6%, signal=16%	
REGULATION OF PYRUVATE DEHYDROGENASE (PDH) COMPLEX%REACTOME%R-HSA-204174.2	REGULATION OF PYRUVATE DEHYDROGENASE (PDH) COMPLEX%REACTOME%R-HSA-204174.2		15	-0.3911627	-1.0390027	0.42258066	0.71690357	1.0	79	tags=7%, list=1%, signal=7%	
THIOGUANINE ACTION PATHWAY%PATHWHIZ%PW000429	THIOGUANINE ACTION PATHWAY%PATHWHIZ%PW000429		38	-0.31254536	-1.0388746	0.39484978	0.7165129	1.0	2283	tags=29%, list=15%, signal=34%	
ERBB4 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB4 SIGNALING EVENTS	ERBB4 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB4 SIGNALING EVENTS		32	-0.32571927	-1.038856	0.38842976	0.71578777	1.0	1814	tags=22%, list=12%, signal=25%	
MERCAPTOPURINE ACTION PATHWAY%PATHWHIZ%PW000267	MERCAPTOPURINE ACTION PATHWAY%PATHWHIZ%PW000267		38	-0.31254536	-1.0385543	0.36966825	0.71597636	1.0	2283	tags=29%, list=15%, signal=34%	
IL23-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL23-MEDIATED SIGNALING EVENTS	IL23-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL23-MEDIATED SIGNALING EVENTS		18	-0.36865282	-1.0384815	0.38989168	0.71540445	1.0	1766	tags=17%, list=11%, signal=19%	
CAMKK2 PATHWAY%WIKIPATHWAYS_20220510%WP4874%HOMO SAPIENS	CAMKK2 PATHWAY%WIKIPATHWAYS_20220510%WP4874%HOMO SAPIENS		27	-0.34226087	-1.0381511	0.41132075	0.7155846	1.0	2456	tags=33%, list=16%, signal=40%	
CELLULAR RESPONSE TO BMP STIMULUS%GOBP%GO:0071773	CELLULAR RESPONSE TO BMP STIMULUS%GOBP%GO:0071773		46	-0.30131587	-1.0376747	0.3794872	0.71625376	1.0	1725	tags=24%, list=11%, signal=27%	
PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY%SMPDB%SMP0000210	PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY%SMPDB%SMP0000210		30	-0.32784972	-1.0373784	0.40343347	0.7163011	1.0	2283	tags=30%, list=15%, signal=35%	
PID_FAS_PATHWAY%MSIGDB_C2%PID_FAS_PATHWAY	PID_FAS_PATHWAY%MSIGDB_C2%PID_FAS_PATHWAY		28	-0.33379346	-1.0364659	0.37848607	0.71832013	1.0	1749	tags=25%, list=11%, signal=28%	
APC C:CDC20 MEDIATED DEGRADATION OF CYCLIN B%REACTOME%R-HSA-174048.2	APC C:CDC20 MEDIATED DEGRADATION OF CYCLIN B%REACTOME%R-HSA-174048.2		22	-0.34673724	-1.0360817	0.3927273	0.71873826	1.0	530	tags=14%, list=3%, signal=14%	
MYOADENYLATE DEAMINASE DEFICIENCY%PATHWHIZ%PW000513	MYOADENYLATE DEAMINASE DEFICIENCY%PATHWHIZ%PW000513		30	-0.32784972	-1.0360806	0.38297874	0.7179881	1.0	2283	tags=30%, list=15%, signal=35%	
EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4239%HOMO SAPIENS	EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20220510%WP4239%HOMO SAPIENS		90	-0.26713407	-1.0355097	0.35897437	0.7188613	1.0	2055	tags=21%, list=13%, signal=24%	
CXCR4 SIGNALING PATHWAY%SMPDB%SMP0064625	CXCR4 SIGNALING PATHWAY%SMPDB%SMP0064625		18	-0.36449847	-1.0353584	0.41328412	0.7185569	1.0	1010	tags=17%, list=7%, signal=18%	
REGULATION OF CAMP-MEDIATED SIGNALING%GOBP%GO:0043949	REGULATION OF CAMP-MEDIATED SIGNALING%GOBP%GO:0043949		15	-0.3809857	-1.0352582	0.39016393	0.71805906	1.0	3814	tags=47%, list=25%, signal=62%	
NEGATIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046636	NEGATIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046636		19	-0.361714	-1.0338589	0.41196012	0.72142476	1.0	4043	tags=53%, list=26%, signal=71%	
LEISHMANIA PARASITE GROWTH AND SURVIVAL%REACTOME%R-HSA-9664433.1	LEISHMANIA PARASITE GROWTH AND SURVIVAL%REACTOME%R-HSA-9664433.1		56	-0.28560996	-1.0331076	0.36312848	0.7229003	1.0	1749	tags=18%, list=11%, signal=20%	
AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427	AZATHIOPRINE ACTION PATHWAY%SMPDB%SMP0000427		38	-0.31254536	-1.0329057	0.39534885	0.7227327	1.0	2283	tags=29%, list=15%, signal=34%	
CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME DATABASE ID RELEASE 83%211897	CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME DATABASE ID RELEASE 83%211897		28	-0.32809335	-1.032815	0.3715415	0.72225547	1.0	495	tags=11%, list=3%, signal=11%	
PROTEIN MANNOSYLATION%GOBP%GO:0035268	PROTEIN MANNOSYLATION%GOBP%GO:0035268		19	-0.36302796	-1.0327041	0.38698632	0.721849	1.0	2859	tags=42%, list=19%, signal=52%	
ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING	ERBB1 DOWNSTREAM SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB1 DOWNSTREAM SIGNALING		98	-0.25866792	-1.032408	0.3697479	0.7218954	1.0	2456	tags=24%, list=16%, signal=29%	
REGULATION OF BETA-CELL DEVELOPMENT%REACTOME%R-HSA-186712.2	REGULATION OF BETA-CELL DEVELOPMENT%REACTOME%R-HSA-186712.2		23	-0.3537574	-1.031998	0.39222616	0.7222986	1.0	2349	tags=22%, list=15%, signal=26%	
RIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009261	RIBONUCLEOTIDE CATABOLIC PROCESS%GOBP%GO:0009261		27	-0.3321679	-1.0318127	0.38075313	0.722093	1.0	1438	tags=22%, list=9%, signal=24%	
NEGATIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045930	NEGATIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045930		143	-0.24612352	-1.031598	0.328125	0.7219182	1.0	2751	tags=23%, list=18%, signal=28%	
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS		21	-0.34417847	-1.030562	0.3772242	0.7241702	1.0	1248	tags=24%, list=8%, signal=26%	
POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902993	POSITIVE REGULATION OF AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS%GOBP%GO:1902993		19	-0.3695798	-1.0304782	0.44680852	0.7236721	1.0	2780	tags=37%, list=18%, signal=45%	
TOLL-LIKE RECEPTOR CASCADES%REACTOME%R-HSA-168898.7	TOLL-LIKE RECEPTOR CASCADES%REACTOME%R-HSA-168898.7		136	-0.2391496	-1.0298129	0.36507937	0.7248721	1.0	2032	tags=20%, list=13%, signal=23%	
PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0046777	PROTEIN AUTOPHOSPHORYLATION%GOBP%GO:0046777		139	-0.24361178	-1.0293771	0.41428572	0.72543913	1.0	1634	tags=14%, list=11%, signal=16%	
PURINE METABOLISM%PATHWHIZ%PW000052	PURINE METABOLISM%PATHWHIZ%PW000052		30	-0.32784972	-1.0292343	0.38174275	0.7251204	1.0	2283	tags=30%, list=15%, signal=35%	
NEUTRAL LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046460	NEUTRAL LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046460		16	-0.38501728	-1.0290062	0.4280822	0.72501826	1.0	246	tags=13%, list=2%, signal=13%	
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263	POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263		72	-0.2757663	-1.028916	0.40689656	0.7245505	1.0	1143	tags=14%, list=7%, signal=15%	
SEMI-LUNAR VALVE DEVELOPMENT%GOBP%GO:1905314	SEMI-LUNAR VALVE DEVELOPMENT%GOBP%GO:1905314		36	-0.31594765	-1.0287125	0.39269406	0.7243108	1.0	1776	tags=19%, list=12%, signal=22%	
POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001916	POSITIVE REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001916		16	-0.3842736	-1.0287097	0.42207792	0.72357094	1.0	1766	tags=38%, list=11%, signal=42%	
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0045652	REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GOBP%GO:0045652		17	-0.37804645	-1.0275174	0.43686005	0.72638106	1.0	193	tags=12%, list=1%, signal=12%	
REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001257	REGULATION OF CATION CHANNEL ACTIVITY%GOBP%GO:2001257		87	-0.26146257	-1.027241	0.42056075	0.7264365	1.0	2345	tags=26%, list=15%, signal=31%	
POSITIVE REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044090	POSITIVE REGULATION OF VACUOLE ORGANIZATION%GOBP%GO:0044090		21	-0.3515106	-1.0270842	0.4208494	0.7261608	1.0	2638	tags=29%, list=17%, signal=34%	
INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20220510%WP1971%HOMO SAPIENS	INTEGRATED CANCER PATHWAY%WIKIPATHWAYS_20220510%WP1971%HOMO SAPIENS		32	-0.3177988	-1.0256531	0.4015748	0.7294763	1.0	1778	tags=22%, list=12%, signal=25%	
REGULATION OF OXIDATIVE PHOSPHORYLATION%GOBP%GO:0002082	REGULATION OF OXIDATIVE PHOSPHORYLATION%GOBP%GO:0002082		16	-0.38539052	-1.0236312	0.42443728	0.7346611	1.0	1343	tags=25%, list=9%, signal=27%	
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171		21	-0.35060963	-1.023315	0.45149255	0.73487145	1.0	3570	tags=43%, list=23%, signal=56%	
THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING		44	-0.30077842	-1.023271	0.39593908	0.73424596	1.0	1768	tags=23%, list=12%, signal=26%	
APOPTOSIS%WIKIPATHWAYS_20220510%WP254%HOMO SAPIENS	APOPTOSIS%WIKIPATHWAYS_20220510%WP254%HOMO SAPIENS		60	-0.27528948	-1.0231853	0.38011697	0.73372245	1.0	1502	tags=17%, list=10%, signal=18%	
PROTEIN LOCALIZATION TO PEROXISOME%GOBP%GO:0072662	PROTEIN LOCALIZATION TO PEROXISOME%GOBP%GO:0072662		20	-0.34599164	-1.0230492	0.4084507	0.7334046	1.0	1751	tags=20%, list=11%, signal=23%	
COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613	COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006613		18	-0.36018372	-1.0224342	0.4186851	0.73442024	1.0	1084	tags=28%, list=7%, signal=30%	
POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:2000786	POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:2000786		17	-0.37659666	-1.0223811	0.4180602	0.73382246	1.0	2638	tags=29%, list=17%, signal=35%	
POSITIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060193	POSITIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060193		42	-0.2994765	-1.0217519	0.4198113	0.73491406	1.0	1493	tags=19%, list=10%, signal=21%	
REGULATION OF TRANSCRIPTION INITIATION BY RNA POLYMERASE II%GOBP%GO:0060260	REGULATION OF TRANSCRIPTION INITIATION BY RNA POLYMERASE II%GOBP%GO:0060260		61	-0.27587265	-1.0207556	0.3537415	0.7372046	1.0	1998	tags=18%, list=13%, signal=21%	
NEGATIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048640	NEGATIVE REGULATION OF DEVELOPMENTAL GROWTH%GOBP%GO:0048640		50	-0.2895807	-1.0201799	0.4097561	0.7382028	1.0	1622	tags=18%, list=11%, signal=20%	
ADIPOGENESIS%WIKIPATHWAYS_20220510%WP236%HOMO SAPIENS	ADIPOGENESIS%WIKIPATHWAYS_20220510%WP236%HOMO SAPIENS		77	-0.26376158	-1.019711	0.38235295	0.7388469	1.0	1548	tags=18%, list=10%, signal=20%	
NEGATIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903312	NEGATIVE REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903312		67	-0.27867416	-1.0191828	0.41666666	0.7396414	1.0	2340	tags=24%, list=15%, signal=28%	
CADMIUM INDUCES DNA SYNTHESIS AND PROLIFERATION IN MACROPHAGES%SMPDB%SMP0063805	CADMIUM INDUCES DNA SYNTHESIS AND PROLIFERATION IN MACROPHAGES%SMPDB%SMP0063805		16	-0.37496904	-1.0187404	0.43322477	0.74018735	1.0	1934	tags=25%, list=13%, signal=29%	
MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774	MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774		64	-0.26962563	-1.0186429	0.37853107	0.7396752	1.0	2386	tags=23%, list=16%, signal=28%	
POSTSYNAPSE ORGANIZATION%GOBP%GO:0099173	POSTSYNAPSE ORGANIZATION%GOBP%GO:0099173		51	-0.2895634	-1.0176274	0.39130434	0.74181306	1.0	1854	tags=27%, list=12%, signal=31%	
INTERLEUKIN-3, INTERLEUKIN-5 AND GM-CSF SIGNALING%REACTOME%R-HSA-512988.6	INTERLEUKIN-3, INTERLEUKIN-5 AND GM-CSF SIGNALING%REACTOME%R-HSA-512988.6		28	-0.32928276	-1.0167613	0.4257028	0.74359816	1.0	2507	tags=32%, list=16%, signal=38%	
MEMBRANE BIOGENESIS%GOBP%GO:0044091	MEMBRANE BIOGENESIS%GOBP%GO:0044091		54	-0.2857985	-1.0165886	0.4088398	0.74340117	1.0	2858	tags=26%, list=19%, signal=32%	
ESTROGEN-DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR-MEMBRANE SIGNALING%REACTOME%R-HSA-9634638.1	ESTROGEN-DEPENDENT NUCLEAR EVENTS DOWNSTREAM OF ESR-MEMBRANE SIGNALING%REACTOME%R-HSA-9634638.1		19	-0.37365243	-1.0161414	0.44673538	0.7439485	1.0	940	tags=21%, list=6%, signal=22%	
SIGNALING BY NOTCH2%REACTOME DATABASE ID RELEASE 83%1980145	SIGNALING BY NOTCH2%REACTOME DATABASE ID RELEASE 83%1980145		31	-0.31188205	-1.0154871	0.4177215	0.7451553	1.0	710	tags=16%, list=5%, signal=17%	
P38 MAPK PATHWAY%PANTHER PATHWAY%P05918	P38 MAPK PATHWAY%PANTHER PATHWAY%P05918		27	-0.32429525	-1.0152104	0.437788	0.74523556	1.0	1106	tags=19%, list=7%, signal=20%	
