NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164	MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164		20	0.39332405	0.929718	0.57122904	1.0	1.0	4092	tags=50%, list=27%, signal=68%	
ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054	ORGANIC ACID CATABOLIC PROCESS%GOBP%GO:0016054		144	0.29264176	0.9296988	0.6403034	1.0	1.0	4433	tags=33%, list=29%, signal=45%	
POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0007204	POSITIVE REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION%GOBP%GO:0007204		70	0.3166365	0.929686	0.5978774	1.0	1.0	3119	tags=30%, list=20%, signal=37%	
HALLMARK_HEDGEHOG_SIGNALING%MSIGDBHALLMARK%HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING%MSIGDBHALLMARK%HALLMARK_HEDGEHOG_SIGNALING		27	0.3612526	0.9296091	0.5648755	1.0	1.0	4170	tags=41%, list=27%, signal=56%	
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704		50	0.33135477	0.9294128	0.5924113	1.0	1.0	3670	tags=36%, list=24%, signal=47%	
CILIARY LANDSCAPE%WIKIPATHWAYS_20220510%WP4352%HOMO SAPIENS	CILIARY LANDSCAPE%WIKIPATHWAYS_20220510%WP4352%HOMO SAPIENS		149	0.2943893	0.9293957	0.62672323	1.0	1.0	2424	tags=19%, list=16%, signal=23%	
ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN		47	0.33098727	0.9291241	0.5728274	1.0	1.0	2308	tags=19%, list=15%, signal=22%	
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511	POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0030511		23	0.37594715	0.92899376	0.5718194	1.0	1.0	3791	tags=35%, list=25%, signal=46%	
CEREBELLUM DEVELOPMENT%GOBP%GO:0021549	CEREBELLUM DEVELOPMENT%GOBP%GO:0021549		23	0.3794048	0.9288669	0.5932886	1.0	1.0	3662	tags=35%, list=24%, signal=46%	
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY		16	0.40756428	0.92872334	0.5712271	1.0	1.0	1954	tags=19%, list=13%, signal=21%	
REGULATION OF HISTONE H3-K4 METHYLATION%GOBP%GO:0051569	REGULATION OF HISTONE H3-K4 METHYLATION%GOBP%GO:0051569		16	0.4100719	0.9286344	0.572843	1.0	1.0	4134	tags=31%, list=27%, signal=43%	
POSITIVE REGULATION OF MONOOXYGENASE ACTIVITY%GOBP%GO:0032770	POSITIVE REGULATION OF MONOOXYGENASE ACTIVITY%GOBP%GO:0032770		18	0.3939561	0.92855036	0.58664775	1.0	1.0	3991	tags=44%, list=26%, signal=60%	
TRNA PROCESSING%GOBP%GO:0008033	TRNA PROCESSING%GOBP%GO:0008033		110	0.30203265	0.92813164	0.6183206	1.0	1.0	2976	tags=21%, list=19%, signal=26%	
CCL18 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP5097%HOMO SAPIENS	CCL18 SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP5097%HOMO SAPIENS		22	0.37738442	0.92796123	0.5881561	1.0	1.0	1860	tags=18%, list=12%, signal=21%	
ONCOGENE INDUCED SENESCENCE%REACTOME%R-HSA-2559585.6	ONCOGENE INDUCED SENESCENCE%REACTOME%R-HSA-2559585.6		32	0.35407272	0.9279075	0.585695	1.0	1.0	1946	tags=19%, list=13%, signal=21%	
CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395	CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395		144	0.29264176	0.92787784	0.6334405	1.0	1.0	4433	tags=33%, list=29%, signal=45%	
MUSCLE SYSTEM PROCESS%GOBP%GO:0003012	MUSCLE SYSTEM PROCESS%GOBP%GO:0003012		130	0.29502827	0.92701346	0.6236324	1.0	1.0	3152	tags=25%, list=21%, signal=32%	
POSITIVE REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000573	POSITIVE REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000573		55	0.3254365	0.9270106	0.5784431	1.0	1.0	3675	tags=29%, list=24%, signal=38%	
DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.3	DNA DAMAGE TELOMERE STRESS INDUCED SENESCENCE%REACTOME%R-HSA-2559586.3		46	0.32830617	0.926821	0.59653467	1.0	1.0	3731	tags=28%, list=24%, signal=37%	
TRNA METHYLATION%GOBP%GO:0030488	TRNA METHYLATION%GOBP%GO:0030488		38	0.33996776	0.9266583	0.5807292	1.0	1.0	5081	tags=39%, list=33%, signal=59%	
REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000756	REGULATION OF PEPTIDYL-LYSINE ACETYLATION%GOBP%GO:2000756		36	0.34651634	0.92640233	0.5822622	1.0	1.0	3774	tags=39%, list=25%, signal=51%	
CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002263	CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002263		69	0.31558597	0.9261853	0.58892816	1.0	1.0	3747	tags=30%, list=24%, signal=40%	
DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607		123	0.29333967	0.9261111	0.62266225	1.0	1.0	4209	tags=33%, list=27%, signal=46%	
POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702	POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702		64	0.313321	0.92600894	0.6122449	1.0	1.0	4012	tags=33%, list=26%, signal=44%	
TRANSPORT OF VITAMINS, NUCLEOSIDES, AND RELATED MOLECULES%REACTOME%R-HSA-425397.3	TRANSPORT OF VITAMINS, NUCLEOSIDES, AND RELATED MOLECULES%REACTOME%R-HSA-425397.3		29	0.3611492	0.92595166	0.5625	1.0	1.0	4520	tags=41%, list=29%, signal=59%	
CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL%GOBP%GO:0097553	CALCIUM ION TRANSMEMBRANE IMPORT INTO CYTOSOL%GOBP%GO:0097553		71	0.31243527	0.92592764	0.61376894	1.0	1.0	2469	tags=25%, list=16%, signal=30%	
MEIOTIC CELL CYCLE%GOBP%GO:0051321	MEIOTIC CELL CYCLE%GOBP%GO:0051321		82	0.30773973	0.9257448	0.6183466	1.0	1.0	5036	tags=41%, list=33%, signal=61%	
LONG-CHAIN FATTY ACID TRANSPORT%GOBP%GO:0015909	LONG-CHAIN FATTY ACID TRANSPORT%GOBP%GO:0015909		25	0.3652513	0.92574066	0.56349206	1.0	1.0	3357	tags=36%, list=22%, signal=46%	
IMPAIRED BRCA2 BINDING TO PALB2%REACTOME DATABASE ID RELEASE 83%9709603	IMPAIRED BRCA2 BINDING TO PALB2%REACTOME DATABASE ID RELEASE 83%9709603		20	0.38327217	0.9256934	0.5972603	1.0	1.0	3907	tags=40%, list=25%, signal=54%	
SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:0016079	SYNAPTIC VESICLE EXOCYTOSIS%GOBP%GO:0016079		42	0.34057218	0.925528	0.6057935	1.0	1.0	3262	tags=31%, list=21%, signal=39%	
HOMEOSTASIS OF NUMBER OF CELLS%GOBP%GO:0048872	HOMEOSTASIS OF NUMBER OF CELLS%GOBP%GO:0048872		79	0.3101851	0.92540526	0.62788016	1.0	1.0	5098	tags=44%, list=33%, signal=66%	
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY%GOBP%GO:0046902	REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY%GOBP%GO:0046902		36	0.34807593	0.92529184	0.5837696	1.0	1.0	2440	tags=17%, list=16%, signal=20%	
P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20220510%WP4963%HOMO SAPIENS	P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20220510%WP4963%HOMO SAPIENS		63	0.31921262	0.92485976	0.58539456	1.0	1.0	3551	tags=30%, list=23%, signal=39%	
AMINE METABOLIC PROCESS%GOBP%GO:0009308	AMINE METABOLIC PROCESS%GOBP%GO:0009308		48	0.3305894	0.92464954	0.5965978	1.0	1.0	2811	tags=25%, list=18%, signal=31%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDBHALLMARK%HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS%MSIGDBHALLMARK%HALLMARK_CHOLESTEROL_HOMEOSTASIS		54	0.3241542	0.9241069	0.59952325	1.0	1.0	3357	tags=30%, list=22%, signal=38%	
NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:2000352	NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:2000352		15	0.4080988	0.92408884	0.5854383	1.0	1.0	969	tags=13%, list=6%, signal=14%	
SUMOYLATION OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-3232118.7	SUMOYLATION OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-3232118.7		15	0.4051676	0.92403877	0.58660847	1.0	1.0	1926	tags=20%, list=13%, signal=23%	
REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648		44	0.33705297	0.92400753	0.59923667	1.0	1.0	4902	tags=48%, list=32%, signal=70%	
BASE-EXCISION REPAIR%GOBP%GO:0006284	BASE-EXCISION REPAIR%GOBP%GO:0006284		36	0.34916645	0.92371804	0.609375	1.0	1.0	5937	tags=50%, list=39%, signal=81%	
ACTIN NUCLEATION%GOBP%GO:0045010	ACTIN NUCLEATION%GOBP%GO:0045010		17	0.3941055	0.92361635	0.5733138	1.0	1.0	2907	tags=29%, list=19%, signal=36%	
BEHAVIOR%GOBP%GO:0007610	BEHAVIOR%GOBP%GO:0007610		169	0.28736654	0.9236094	0.6536431	1.0	1.0	2432	tags=20%, list=16%, signal=24%	
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION		87	0.3048807	0.9235648	0.61009175	1.0	1.0	2884	tags=21%, list=19%, signal=25%	
PIWI-INTERACTING RNA (PIRNA) BIOGENESIS%REACTOME%R-HSA-5601884.1	PIWI-INTERACTING RNA (PIRNA) BIOGENESIS%REACTOME%R-HSA-5601884.1		23	0.38043612	0.9230262	0.56284153	1.0	1.0	3487	tags=26%, list=23%, signal=34%	
RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.1	RESOLUTION OF D-LOOP STRUCTURES THROUGH HOLLIDAY JUNCTION INTERMEDIATES%REACTOME%R-HSA-5693568.1		28	0.36566228	0.92302155	0.56878304	1.0	1.0	3907	tags=36%, list=25%, signal=48%	
CARBOXYLIC ACID TRANSPORT%GOBP%GO:0046942	CARBOXYLIC ACID TRANSPORT%GOBP%GO:0046942		145	0.2868981	0.9227362	0.6251343	1.0	1.0	4178	tags=35%, list=27%, signal=48%	
STEM CELL PROLIFERATION%GOBP%GO:0072089	STEM CELL PROLIFERATION%GOBP%GO:0072089		16	0.39942908	0.9219642	0.5753228	1.0	1.0	3994	tags=38%, list=26%, signal=51%	
G0 AND EARLY G1%REACTOME DATABASE ID RELEASE 83%1538133	G0 AND EARLY G1%REACTOME DATABASE ID RELEASE 83%1538133		22	0.37872028	0.92175984	0.5897772	1.0	1.0	2442	tags=23%, list=16%, signal=27%	
PHOSPHOLIPID BIOSYNTHESIS%SMPDB%SMP0000025	PHOSPHOLIPID BIOSYNTHESIS%SMPDB%SMP0000025		21	0.3861987	0.9214988	0.55774647	1.0	1.0	4825	tags=48%, list=31%, signal=69%	
REGULATION OF HEART CONTRACTION%GOBP%GO:0008016	REGULATION OF HEART CONTRACTION%GOBP%GO:0008016		116	0.29324627	0.921482	0.63995486	1.0	1.0	3394	tags=28%, list=22%, signal=35%	
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS%GOBP%GO:0016445	SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS%GOBP%GO:0016445		25	0.36695513	0.9213462	0.5802469	1.0	1.0	488	tags=8%, list=3%, signal=8%	
REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903859	REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903859		17	0.39524066	0.92133814	0.5773639	1.0	1.0	2931	tags=29%, list=19%, signal=36%	
REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	REGULATION OF MONOATOMIC ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412		177	0.28584364	0.9212925	0.6455696	1.0	1.0	2475	tags=19%, list=16%, signal=23%	
REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050	REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050		184	0.2859734	0.9210503	0.6775553	1.0	1.0	2681	tags=19%, list=17%, signal=23%	
RHO GTPASES ACTIVATE ROCKS%REACTOME%R-HSA-5627117.3	RHO GTPASES ACTIVATE ROCKS%REACTOME%R-HSA-5627117.3		18	0.39306068	0.9210214	0.57575756	1.0	1.0	3488	tags=39%, list=23%, signal=50%	
POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711	POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711		34	0.34730962	0.9209781	0.59342104	1.0	1.0	3626	tags=35%, list=24%, signal=46%	
REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479	REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032479		87	0.30307093	0.9207391	0.61801594	1.0	1.0	4562	tags=36%, list=30%, signal=50%	
CELLULAR COMPONENT ASSEMBLY INVOLVED IN MORPHOGENESIS%GOBP%GO:0010927	CELLULAR COMPONENT ASSEMBLY INVOLVED IN MORPHOGENESIS%GOBP%GO:0010927		49	0.3281268	0.9206048	0.60714287	1.0	1.0	2807	tags=27%, list=18%, signal=32%	
VASCULATURE DEVELOPMENT%GOBP%GO:0001944	VASCULATURE DEVELOPMENT%GOBP%GO:0001944		197	0.28155306	0.9204688	0.66043615	1.0	1.0	1981	tags=15%, list=13%, signal=17%	
DEMETHYLATION%GOBP%GO:0070988	DEMETHYLATION%GOBP%GO:0070988		32	0.35178307	0.9204229	0.58311343	1.0	1.0	4657	tags=47%, list=30%, signal=67%	
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:0000724		94	0.30397895	0.92032045	0.6456257	1.0	1.0	3908	tags=33%, list=25%, signal=44%	
NEGATIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032205	NEGATIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032205		29	0.3617374	0.92027223	0.6	1.0	1.0	3608	tags=34%, list=23%, signal=45%	
NEGATIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046823	NEGATIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046823		15	0.410661	0.9199929	0.56080115	1.0	1.0	2236	tags=13%, list=15%, signal=16%	
REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644	REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644		70	0.31556386	0.91983604	0.6075949	1.0	1.0	1908	tags=17%, list=12%, signal=19%	
POSITIVE REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903861	POSITIVE REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903861		17	0.39524066	0.91956776	0.5873016	1.0	1.0	2931	tags=29%, list=19%, signal=36%	
KIDNEY DEVELOPMENT%GOBP%GO:0001822	KIDNEY DEVELOPMENT%GOBP%GO:0001822		106	0.2966874	0.91872466	0.6243094	1.0	1.0	4092	tags=33%, list=27%, signal=45%	
REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678	REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050678		176	0.28496748	0.9185445	0.6740273	1.0	1.0	2744	tags=20%, list=18%, signal=24%	
NUCLEOTIDE-SUGAR BIOSYNTHETIC PROCESS%GOBP%GO:0009226	NUCLEOTIDE-SUGAR BIOSYNTHETIC PROCESS%GOBP%GO:0009226		19	0.39221755	0.91851705	0.59666204	1.0	1.0	1700	tags=16%, list=11%, signal=18%	
RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405	RNA EXPORT FROM NUCLEUS%GOBP%GO:0006405		71	0.30909842	0.91823596	0.6260069	1.0	1.0	1971	tags=15%, list=13%, signal=18%	
REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043370	REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043370		26	0.36085916	0.91784024	0.58597887	1.0	1.0	3626	tags=35%, list=24%, signal=45%	
NETRIN-UNC5B SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4747%HOMO SAPIENS	NETRIN-UNC5B SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP4747%HOMO SAPIENS		31	0.35106766	0.9174925	0.5590551	1.0	1.0	2162	tags=23%, list=14%, signal=26%	
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN		42	0.3260797	0.91739	0.595092	1.0	1.0	2308	tags=19%, list=15%, signal=22%	
PNAT%PANTHER PATHWAY%P05912	PNAT%PANTHER PATHWAY%P05912		36	0.3400393	0.91711926	0.5842986	1.0	1.0	1021	tags=11%, list=7%, signal=12%	
DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 83%5610783	DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 83%5610783		56	0.31762117	0.9170804	0.6038647	1.0	1.0	2851	tags=25%, list=19%, signal=31%	
PHYSICO-CHEMICAL FEATURES AND TOXICITY-ASSOCIATED PATHWAYS%WIKIPATHWAYS_20220510%WP3680%HOMO SAPIENS	PHYSICO-CHEMICAL FEATURES AND TOXICITY-ASSOCIATED PATHWAYS%WIKIPATHWAYS_20220510%WP3680%HOMO SAPIENS		41	0.33695608	0.91706884	0.60875	1.0	1.0	3630	tags=29%, list=24%, signal=38%	
NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901	NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901		15	0.40160748	0.9170199	0.58515286	1.0	1.0	4359	tags=40%, list=28%, signal=56%	
BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY	BIOCARTA_BCR_PATHWAY%MSIGDB_C2%BIOCARTA_BCR_PATHWAY		24	0.37017435	0.9168812	0.6013333	1.0	1.0	3120	tags=33%, list=20%, signal=42%	
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428		32	0.3547242	0.91684866	0.58602846	1.0	1.0	1450	tags=19%, list=9%, signal=21%	
COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20220510%WP558%HOMO SAPIENS	COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20220510%WP558%HOMO SAPIENS		30	0.3551735	0.9167273	0.59483874	1.0	1.0	2130	tags=20%, list=14%, signal=23%	
EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:0085029	EXTRACELLULAR MATRIX ASSEMBLY%GOBP%GO:0085029		15	0.40287948	0.91659945	0.5882353	1.0	1.0	3114	tags=40%, list=20%, signal=50%	
NEURON PROJECTION GUIDANCE%GOBP%GO:0097485	NEURON PROJECTION GUIDANCE%GOBP%GO:0097485		123	0.29298347	0.91655886	0.6515987	1.0	1.0	4269	tags=30%, list=28%, signal=41%	
RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416	RESPONSE TO LIGHT STIMULUS%GOBP%GO:0009416		163	0.28577116	0.91635716	0.66491044	1.0	1.0	3056	tags=21%, list=20%, signal=27%	
ATTACHMENT AND ENTRY%REACTOME%R-HSA-9694614.4	ATTACHMENT AND ENTRY%REACTOME%R-HSA-9694614.4		15	0.4079809	0.91633004	0.59530795	1.0	1.0	4601	tags=47%, list=30%, signal=67%	
PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY	PID_AURORA_B_PATHWAY%MSIGDB_C2%PID_AURORA_B_PATHWAY		16	0.39661208	0.91567975	0.5676796	1.0	1.0	3016	tags=31%, list=20%, signal=39%	
PROTEIN COMPLEX OLIGOMERIZATION%GOBP%GO:0051259	PROTEIN COMPLEX OLIGOMERIZATION%GOBP%GO:0051259		134	0.29100236	0.9152966	0.66127294	1.0	1.0	3493	tags=24%, list=23%, signal=31%	
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983		97	0.29873604	0.9150877	0.65	1.0	1.0	3965	tags=27%, list=26%, signal=36%	
CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.2	CHROMOSOME MAINTENANCE%REACTOME%R-HSA-73886.2		90	0.299858	0.91505176	0.632469	1.0	1.0	5111	tags=39%, list=33%, signal=58%	
REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015	REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015		102	0.2991323	0.9148047	0.6462736	1.0	1.0	2497	tags=19%, list=16%, signal=22%	
SPINAL CORD INJURY%WIKIPATHWAYS_20220510%WP2431%HOMO SAPIENS	SPINAL CORD INJURY%WIKIPATHWAYS_20220510%WP2431%HOMO SAPIENS		72	0.30909437	0.91459846	0.6332945	1.0	1.0	1008	tags=14%, list=7%, signal=15%	
ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605	ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605		113	0.29181805	0.9144847	0.6523652	1.0	1.0	4479	tags=35%, list=29%, signal=48%	
APOPTOSIS-RELATED NETWORK DUE TO ALTERED NOTCH3 IN OVARIAN CANCER%WIKIPATHWAYS_20220510%WP2864%HOMO SAPIENS	APOPTOSIS-RELATED NETWORK DUE TO ALTERED NOTCH3 IN OVARIAN CANCER%WIKIPATHWAYS_20220510%WP2864%HOMO SAPIENS		33	0.3505932	0.9144542	0.60080105	1.0	1.0	3004	tags=30%, list=20%, signal=38%	
REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725	REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903725		24	0.3631406	0.91420853	0.57965195	1.0	1.0	2356	tags=21%, list=15%, signal=25%	
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568		186	0.28452268	0.91411424	0.6903024	1.0	1.0	1981	tags=15%, list=13%, signal=17%	
REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0008589	REGULATION OF SMOOTHENED SIGNALING PATHWAY%GOBP%GO:0008589		51	0.32615504	0.9136203	0.6084337	1.0	1.0	2532	tags=22%, list=16%, signal=26%	
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING		26	0.36642882	0.9132131	0.59644324	1.0	1.0	1064	tags=12%, list=7%, signal=12%	
PROTEIN LOCALIZATION TO VACUOLE%GOBP%GO:0072665	PROTEIN LOCALIZATION TO VACUOLE%GOBP%GO:0072665		68	0.3098983	0.913202	0.61988306	1.0	1.0	5239	tags=40%, list=34%, signal=60%	
AXON GUIDANCE%GOBP%GO:0007411	AXON GUIDANCE%GOBP%GO:0007411		123	0.29298347	0.91315186	0.6421515	1.0	1.0	4269	tags=30%, list=28%, signal=41%	
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410	RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410		109	0.29404467	0.9131142	0.62946427	1.0	1.0	3528	tags=27%, list=23%, signal=34%	
PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071168	PROTEIN LOCALIZATION TO CHROMATIN%GOBP%GO:0071168		26	0.3684171	0.9128083	0.6077348	1.0	1.0	2534	tags=19%, list=16%, signal=23%	
DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:0006352	DNA-TEMPLATED TRANSCRIPTION INITIATION%GOBP%GO:0006352		86	0.30302644	0.9126808	0.63981587	1.0	1.0	4285	tags=35%, list=28%, signal=48%	
APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME DATABASE ID RELEASE 83%174178	APC C:CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C:CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1%REACTOME DATABASE ID RELEASE 83%174178		68	0.3154758	0.91261107	0.6261905	1.0	1.0	3965	tags=34%, list=26%, signal=45%	
REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:0080164	REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:0080164		33	0.34730038	0.91247433	0.6049869	1.0	1.0	1450	tags=18%, list=9%, signal=20%	
CELL RECRUITMENT (PRO-INFLAMMATORY RESPONSE)%REACTOME DATABASE ID RELEASE 83%9664424	CELL RECRUITMENT (PRO-INFLAMMATORY RESPONSE)%REACTOME DATABASE ID RELEASE 83%9664424		20	0.37666416	0.9122578	0.5953039	1.0	1.0	4204	tags=55%, list=27%, signal=76%	
REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092	REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090092		178	0.2811844	0.9121764	0.6740042	1.0	1.0	2497	tags=19%, list=16%, signal=22%	
